id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,masterCategoryEncoded,subCategoryEncoded,articleTypeEncoded,imagePath
17646,Unisex,Footwear,Flip Flops,Flip Flops,Green,Spring,2013.0,Casual,Converse Unisex Green Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/17646.jpg
17010,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Formal,Rocia Women Brown Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/17010.jpg
21740,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Vans Unisex Authentic Lo Pro Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/21740.jpg
21586,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2011.0,Casual,Locomotive Men Washed Grey Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/21586.jpg
26591,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Puma Men Aqua Cat II Power Red Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/26591.jpg
22131,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Provogue Men Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/22131.jpg
14453,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Casual Black Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14453.jpg
27027,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/27027.jpg
27215,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Striped Blue Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/27215.jpg
14498,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14498.jpg
10804,Men,Footwear,Flip Flops,Flip Flops,White,Fall,2011.0,Casual,Wrangler Men Rider Solid White Shirts,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/10804.jpg
27488,Women,Apparel,Innerwear,Briefs,Red,Winter,2015.0,Casual,Jockey Women Red Bikini Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/27488.jpg
23814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Neo Low Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/23814.jpg
17813,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Lee Cooper Men  Brown Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17813.jpg
15778,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Facit Men Mid- Rise BF Grey Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/15778.jpg
18403,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Skechers Men Tone-Ups Black Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/18403.jpg
12905,Women,Footwear,Shoes,Casual Shoes,Purple,Fall,2011.0,Casual,Puma Women Casual Purple Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/12905.jpg
21915,Women,Apparel,Apparel Set,Kurta Sets,Orange,Fall,2011.0,Ethnic,Biba Women Orange & Purple Printed Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/21915.jpg
25589,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011.0,Ethnic,Vishudh Women Green Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/25589.jpg
24669,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Converse Men Red Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/24669.jpg
28898,Women,Apparel,Innerwear,Briefs,Red,Summer,2014.0,Casual,Enamor Women Red Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28898.jpg
29176,Boys,Apparel,Bottomwear,Shorts,Khaki,Summer,2012.0,Casual,United Colors of Benetton Boys Khaki Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/29176.jpg
17679,Women,Footwear,Shoes,Heels,Pink,Winter,2015.0,Casual,Catwalk Women Buckel Pink Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/17679.jpg
20833,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/20833.jpg
27018,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/27018.jpg
28050,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Jockey ELANCE Men Charcoal Pack of 2 Briefs 1009,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28050.jpg
11922,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Formal Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/11922.jpg
13649,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Black Hydroterra Shandal Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13649.jpg
19141,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lotto Men Revorb Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/19141.jpg
13027,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc 5 Women Casual Gold Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/13027.jpg
2642,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2010.0,Formal,Carlton London Men Semi Formal Black Shoe,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/2642.jpg
27020,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Navy Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/27020.jpg
13671,Unisex,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Levis Kids Blue Solid Jean,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/13671.jpg
22136,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Provouge Men Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/22136.jpg
14454,Women,Footwear,Shoes,Heels,Taupe,Summer,2012.0,Casual,Enroute Women Casual Taupe Casual Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14454.jpg
18897,Women,Apparel,Dress,Dresses,Green,Fall,2011.0,Casual,Arrow Woman Solid Green Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/18897.jpg
2828,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Lee Cooper Men's LC Casual Denim Blue Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2828.jpg
22304,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Inc. 5 Women Casual Beige Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/22304.jpg
13685,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Men Dash Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13685.jpg
26562,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Lee Cooper Men Brown Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26562.jpg
21747,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Vans Unisex  Era Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/21747.jpg
20695,Men,Footwear,Shoes,Casual Shoes,Blue,Winter,2011.0,Casual,Buckaroo Men Bello Blue Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/20695.jpg
17017,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Casual Brown Sandal,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/17017.jpg
24463,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Numero Uno Men Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/24463.jpg
12333,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/12333.jpg
2817,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lee Cooper Men's Casual Leather Black Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2817.jpg
11925,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Skechers Women Tone Black Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/11925.jpg
2219,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,ADIDAS Men's Black Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2219.jpg
28057,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey ELANCE Men Black Pack of 2 Briefs 1010,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28057.jpg
13018,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/13018.jpg
18404,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Skechers Men USA Brown Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/18404.jpg
12902,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Women Cabana Racer SL Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/12902.jpg
23679,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Red Tape Men Mocassins Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/23679.jpg
21912,Women,Apparel,Apparel Set,Kurta Sets,Orange,Fall,2011.0,Ethnic,Biba Women Orange & Purple Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/21912.jpg
17814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Lee Cooper Men  Black Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17814.jpg
17028,Men,Footwear,Flip Flops,Flip Flops,Grey,Spring,2013.0,Casual,GAS Men Grey Pine Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/17028.jpg
23813,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Men Jiff Black Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/23813.jpg
19380,Men,Apparel,Innerwear,Boxers,Grey,Summer,2016.0,Casual,Crusoe Men Grey Boxers 1017,0,4,5,/content/drive/MyDrive/ML Project Team/dataset/images/19380.jpg
14462,Women,Footwear,Shoes,Heels,Gold,Summer,2012.0,Casual,Enroute Women Casual Gold Peep Toes,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14462.jpg
27472,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Jockey Essence Black Bra 2001,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/27472.jpg
13475,Women,Footwear,Shoes,Flats,Brown,Winter,2014.0,Casual,Rocia Women Brown Flats,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/13475.jpg
15782,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Facit Men Navy Blue String Bikini Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/15782.jpg
27224,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Doodle Kids Girl Printed White Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/27224.jpg
13223,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Washed Blue Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/13223.jpg
27016,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/27016.jpg
17683,Women,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Catwalk Women Ballerina Black Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17683.jpg
25587,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Vishudh Women Black & Purple Printed Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/25587.jpg
10660,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Doodle Girl Hot shorts ice wash Blue Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/10660.jpg
28896,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2017.0,Casual,Enamor Women Maroon Mid-Rise Bikini Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28896.jpg
17677,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Weaved Strap Tan Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/17677.jpg
22590,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/22590.jpg
29178,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/29178.jpg
14496,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Flying Machine Men Casual Grey Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14496.jpg
15544,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/15544.jpg
26554,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,ID Men Blue Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26554.jpg
27486,Women,Apparel,Innerwear,Briefs,Purple,Winter,2015.0,Casual,Jockey Women Purple Bikini Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/27486.jpg
13481,Women,Footwear,Shoes,Flats,Black,Fall,2011.0,Casual,Rocia Women Black Flats,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/13481.jpg
17021,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Casual Black Sandal,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/17021.jpg
15776,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Facit Men Trophy BF Blue Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/15776.jpg
27029,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Capris,0,1,9,/content/drive/MyDrive/ML Project Team/dataset/images/27029.jpg
28061,Men,Apparel,Innerwear,Briefs,Grey Melange,Winter,2016.0,Casual,Jockey ELANCE Men Pack Of Two Grey Briefs 1010,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28061.jpg
25914,Women,Apparel,Bottomwear,Leggings,Olive,Summer,2012.0,Casual,Femella Women Olive Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/25914.jpg
2821,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Formal,Lee Cooper Men Formal Leather Brown Sandal,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/2821.jpg
11913,Men,Footwear,Sandal,Sandals,Black,Summer,2013.0,Casual,Franco Leone Men Casual Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/11913.jpg
17822,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Lee Cooper Men  Black Formal Shoe,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/17822.jpg
23825,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,Puma Men Java Brown Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/23825.jpg
18600,Women,Footwear,Shoes,Flats,Grey,Fall,2011.0,Casual,Puma Women Roque Grey Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/18600.jpg
28095,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Jockey MC Men Grey Melange Y Front Briefs 8003,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28095.jpg
17648,Unisex,Footwear,Flip Flops,Flip Flops,Black,Spring,2013.0,Casual,Converse Unisex Black Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/17648.jpg
1806,Men,Footwear,Sandal,Sandals,Brown,Spring,2011.0,Casual,Quechua Men Arpenaz Brown Sandal,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/1806.jpg
21924,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Biba Women Black Printed Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/21924.jpg
17026,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013.0,Casual,Gas Men Beach Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/17026.jpg
15771,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Facit Men Trophy BF Red Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/15771.jpg
14491,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14491.jpg
15543,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Wedges,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/15543.jpg
24204,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Skinny Fit Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/24204.jpg
26553,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,ID Men Blue Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26553.jpg
27481,Women,Apparel,Innerwear,Bra,Beige,Winter,2015.0,Casual,Jockey Essence Beige Bra 2004,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/27481.jpg
28891,Women,Apparel,Innerwear,Briefs,Skin,Summer,2012.0,Casual,Enamor Women Beige Regular-Rise Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28891.jpg
17670,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Fancy Black Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/17670.jpg
23677,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Red Tape Men Cross Band Brown Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/23677.jpg
27011,Women,Apparel,Bottomwear,Capris,White,Summer,2012.0,Casual,Jealous 21 Women White Capris,0,1,9,/content/drive/MyDrive/ML Project Team/dataset/images/27011.jpg
28059,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Jockey ELANCE Men Pack Of 2 Briefs 1010,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28059.jpg
17684,Women,Footwear,Shoes,Casual Shoes,Grey,Winter,2015.0,Casual,Catwalk Women Ballerina Grey Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17684.jpg
27223,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Kids Girl Printed Blue Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/27223.jpg
13016,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Inc 5 Women Casual Brown Wedges,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/13016.jpg
13472,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/13472.jpg
15785,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Facit Men Mid- Rise BF Black Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/15785.jpg
27475,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Jockey Women White Essence Bra 2001,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/27475.jpg
13640,Women,Footwear,Shoes,Flats,Purple,Winter,2012.0,Casual,Carlton London Women Purple Flat Shoes,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/13640.jpg
28092,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Jockey GOLDEDN Men Gold Edition White Innerwear Vest 4020,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/28092.jpg
26934,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/26934.jpg
12759,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/12759.jpg
23822,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Puma Men Breeze Red Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/23822.jpg
24835,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Brown Cashaw Camel Suede Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/24835.jpg
17825,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Nike Unisex Air Deschutz Black Sandal,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/17825.jpg
17019,Women,Footwear,Shoes,Flats,Brown,Fall,2013.0,Casual,Rocia Women Casual Brown Sandal,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/17019.jpg
22138,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Provouge Men Black Classic Formal Shoe,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/22138.jpg
11914,Men,Footwear,Sandal,Sandals,Black,Summer,2014.0,Casual,Franco Leone Men Casual Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/11914.jpg
25913,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Femella Women Blue Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/25913.jpg
2826,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Lee Cooper Men Leather Semi Formal Brown Shoe,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/2826.jpg
20805,Men,Footwear,Flip Flops,Flip Flops,Olive,Fall,2010.0,Casual,Fila Men Rambler Olive Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/20805.jpg
